ECU0: SWC0_CC, ECU0: SWC1
62340, ECU0: SWC1, 1
62360, ECU0: SWC1, 0
62360, ECU0: SWC0_CC, 1
62380, ECU0: SWC0_CC, 0
62380, ECU0: SWC1, 1
62400, ECU0: SWC1, 0
62400, ECU0: SWC0_CC, 1
62420, ECU0: SWC0_CC, 0
62420, ECU0: SWC1, 1
62440, ECU0: SWC1, 0
62440, ECU0: SWC0_CC, 1
62460, ECU0: SWC0_CC, 0
62460, ECU0: SWC1, 1
62480, ECU0: SWC1, 0
62480, ECU0: SWC0_CC, 1
62500, ECU0: SWC0_CC, 0
62500, ECU0: SWC1, 1
62520, ECU0: SWC1, 0
62520, ECU0: SWC0_CC, 1
62540, ECU0: SWC0_CC, 0
62540, ECU0: SWC1, 1
62560, ECU0: SWC1, 0
62560, ECU0: SWC0_CC, 1
62580, ECU0: SWC0_CC, 0
62580, ECU0: SWC1, 1
62600, ECU0: SWC1, 0
62600, ECU0: SWC0_CC, 1
62620, ECU0: SWC0_CC, 0
62620, ECU0: SWC1, 1
62640, ECU0: SWC1, 0
62640, ECU0: SWC0_CC, 1
62660, ECU0: SWC0_CC, 0
62660, ECU0: SWC1, 1
62680, ECU0: SWC1, 0
62680, ECU0: SWC0_CC, 1
62700, ECU0: SWC0_CC, 0
62700, ECU0: SWC1, 1
62720, ECU0: SWC1, 0
62720, ECU0: SWC0_CC, 1
62740, ECU0: SWC0_CC, 0
62740, ECU0: SWC1, 1
62760, ECU0: SWC1, 0
62760, ECU0: SWC0_CC, 1
62780, ECU0: SWC0_CC, 0
62780, ECU0: SWC1, 1
62800, ECU0: SWC1, 0
62800, ECU0: SWC0_CC, 1
62820, ECU0: SWC0_CC, 0
62820, ECU0: SWC1, 1
62840, ECU0: SWC1, 0
62840, ECU0: SWC0_CC, 1
62860, ECU0: SWC0_CC, 0
62860, ECU0: SWC1, 1
62880, ECU0: SWC1, 0
62880, ECU0: SWC0_CC, 1
62900, ECU0: SWC0_CC, 0
62900, ECU0: SWC1, 1
62920, ECU0: SWC1, 0
62920, ECU0: SWC0_CC, 1
62940, ECU0: SWC0_CC, 0
62940, ECU0: SWC1, 1
62960, ECU0: SWC1, 0
62960, ECU0: SWC0_CC, 1
62980, ECU0: SWC0_CC, 0
62980, ECU0: SWC1, 1
63000, ECU0: SWC1, 0
63000, ECU0: SWC0_CC, 1
63020, ECU0: SWC0_CC, 0
63020, ECU0: SWC1, 1
63040, ECU0: SWC1, 0
63040, ECU0: SWC0_CC, 1
63060, ECU0: SWC0_CC, 0
63060, ECU0: SWC1, 1
63080, ECU0: SWC1, 0
63080, ECU0: SWC0_CC, 1
63100, ECU0: SWC0_CC, 0
63100, ECU0: SWC1, 1
63120, ECU0: SWC1, 0
63120, ECU0: SWC0_CC, 1
63140, ECU0: SWC0_CC, 0
63140, ECU0: SWC1, 1
63160, ECU0: SWC1, 0
63160, ECU0: SWC0_CC, 1
63180, ECU0: SWC0_CC, 0
63180, ECU0: SWC1, 1
63200, ECU0: SWC1, 0
63200, ECU0: SWC0_CC, 1
63220, ECU0: SWC0_CC, 0
63220, ECU0: SWC1, 1
63240, ECU0: SWC1, 0
63240, ECU0: SWC0_CC, 1
63260, ECU0: SWC0_CC, 0
63260, ECU0: SWC1, 1
63280, ECU0: SWC1, 0
63280, ECU0: SWC0_CC, 1
63300, ECU0: SWC0_CC, 0
63300, ECU0: SWC1, 1
63320, ECU0: SWC1, 0
63320, ECU0: SWC0_CC, 1
63340, ECU0: SWC0_CC, 0
63340, ECU0: SWC1, 1
63360, ECU0: SWC1, 0
63360, ECU0: SWC0_CC, 1
63380, ECU0: SWC0_CC, 0
63380, ECU0: SWC1, 1
63400, ECU0: SWC1, 0
63400, ECU0: SWC0_CC, 1
63420, ECU0: SWC0_CC, 0
63420, ECU0: SWC1, 1
63440, ECU0: SWC1, 0
63440, ECU0: SWC0_CC, 1
63460, ECU0: SWC0_CC, 0
63460, ECU0: SWC1, 1
63480, ECU0: SWC1, 0
63480, ECU0: SWC0_CC, 1
63500, ECU0: SWC0_CC, 0
63500, ECU0: SWC1, 1
63520, ECU0: SWC1, 0
63520, ECU0: SWC0_CC, 1
63540, ECU0: SWC0_CC, 0
63540, ECU0: SWC1, 1
63560, ECU0: SWC1, 0
63560, ECU0: SWC0_CC, 1
63580, ECU0: SWC0_CC, 0
63580, ECU0: SWC1, 1
63600, ECU0: SWC1, 0
63600, ECU0: SWC0_CC, 1
63620, ECU0: SWC0_CC, 0
63620, ECU0: SWC1, 1
63640, ECU0: SWC1, 0
63640, ECU0: SWC0_CC, 1
63660, ECU0: SWC0_CC, 0
63660, ECU0: SWC1, 1
63680, ECU0: SWC1, 0
63680, ECU0: SWC0_CC, 1
63700, ECU0: SWC0_CC, 0
63700, ECU0: SWC1, 1
63720, ECU0: SWC1, 0
63720, ECU0: SWC0_CC, 1
63740, ECU0: SWC0_CC, 0
63740, ECU0: SWC1, 1
63760, ECU0: SWC1, 0
63760, ECU0: SWC0_CC, 1
63780, ECU0: SWC0_CC, 0
63780, ECU0: SWC1, 1
63800, ECU0: SWC1, 0
63800, ECU0: SWC0_CC, 1
63820, ECU0: SWC0_CC, 0
63820, ECU0: SWC1, 1
63840, ECU0: SWC1, 0
63840, ECU0: SWC0_CC, 1
63860, ECU0: SWC0_CC, 0
63860, ECU0: SWC1, 1
63880, ECU0: SWC1, 0
63880, ECU0: SWC0_CC, 1
63900, ECU0: SWC0_CC, 0
63900, ECU0: SWC1, 1
63920, ECU0: SWC1, 0
63920, ECU0: SWC0_CC, 1
63940, ECU0: SWC0_CC, 0
63940, ECU0: SWC1, 1
63960, ECU0: SWC1, 0
63960, ECU0: SWC0_CC, 1
63980, ECU0: SWC0_CC, 0
63980, ECU0: SWC1, 1
64000, ECU0: SWC1, 0
64000, ECU0: SWC0_CC, 1
64020, ECU0: SWC0_CC, 0
64020, ECU0: SWC1, 1
64040, ECU0: SWC1, 0
64040, ECU0: SWC0_CC, 1
64060, ECU0: SWC0_CC, 0
64060, ECU0: SWC1, 1
64080, ECU0: SWC1, 0
64080, ECU0: SWC0_CC, 1
64100, ECU0: SWC0_CC, 0
64100, ECU0: SWC1, 1
64120, ECU0: SWC1, 0
64120, ECU0: SWC0_CC, 1
64140, ECU0: SWC0_CC, 0
64140, ECU0: SWC1, 1
64160, ECU0: SWC1, 0
64160, ECU0: SWC0_CC, 1
64180, ECU0: SWC0_CC, 0
64180, ECU0: SWC1, 1
64200, ECU0: SWC1, 0
64200, ECU0: SWC0_CC, 1
64220, ECU0: SWC0_CC, 0
64220, ECU0: SWC1, 1
64240, ECU0: SWC1, 0
64240, ECU0: SWC0_CC, 1
64260, ECU0: SWC0_CC, 0
64260, ECU0: SWC1, 1
64280, ECU0: SWC1, 0
64280, ECU0: SWC0_CC, 1
64300, ECU0: SWC0_CC, 0
64300, ECU0: SWC1, 1
64320, ECU0: SWC1, 0
64320, ECU0: SWC0_CC, 1
64340, ECU0: SWC0_CC, 0
64340, ECU0: SWC1, 1
64360, ECU0: SWC1, 0
64360, ECU0: SWC0_CC, 1
64380, ECU0: SWC0_CC, 0
64380, ECU0: SWC1, 1
64400, ECU0: SWC1, 0
64400, ECU0: SWC0_CC, 1
64420, ECU0: SWC0_CC, 0
64420, ECU0: SWC1, 1
64440, ECU0: SWC1, 0
64440, ECU0: SWC0_CC, 1
64460, ECU0: SWC0_CC, 0
64460, ECU0: SWC1, 1
64480, ECU0: SWC1, 0
64480, ECU0: SWC0_CC, 1
64500, ECU0: SWC0_CC, 0
64500, ECU0: SWC1, 1
64520, ECU0: SWC1, 0
64520, ECU0: SWC0_CC, 1
64540, ECU0: SWC0_CC, 0
64540, ECU0: SWC1, 1
64560, ECU0: SWC1, 0
64560, ECU0: SWC0_CC, 1
64580, ECU0: SWC0_CC, 0
64580, ECU0: SWC1, 1
64600, ECU0: SWC1, 0
64600, ECU0: SWC0_CC, 1
64620, ECU0: SWC0_CC, 0
64620, ECU0: SWC1, 1
64640, ECU0: SWC1, 0
64640, ECU0: SWC0_CC, 1
64660, ECU0: SWC0_CC, 0
64660, ECU0: SWC1, 1
64680, ECU0: SWC1, 0
64680, ECU0: SWC0_CC, 1
64700, ECU0: SWC0_CC, 0
64700, ECU0: SWC1, 1
64720, ECU0: SWC1, 0
64720, ECU0: SWC0_CC, 1
64740, ECU0: SWC0_CC, 0
64740, ECU0: SWC1, 1
64760, ECU0: SWC1, 0
64760, ECU0: SWC0_CC, 1
64780, ECU0: SWC0_CC, 0
64780, ECU0: SWC1, 1
64800, ECU0: SWC1, 0
64800, ECU0: SWC0_CC, 1
64820, ECU0: SWC0_CC, 0
64820, ECU0: SWC1, 1
64840, ECU0: SWC1, 0
64840, ECU0: SWC0_CC, 1
64860, ECU0: SWC0_CC, 0
64860, ECU0: SWC1, 1
64880, ECU0: SWC1, 0
64880, ECU0: SWC0_CC, 1
64900, ECU0: SWC0_CC, 0
64900, ECU0: SWC1, 1
64920, ECU0: SWC1, 0
64920, ECU0: SWC0_CC, 1
64940, ECU0: SWC0_CC, 0
64940, ECU0: SWC1, 1
64960, ECU0: SWC1, 0
64960, ECU0: SWC0_CC, 1
64980, ECU0: SWC0_CC, 0
64980, ECU0: SWC1, 1
65000, ECU0: SWC1, 0
65000, ECU0: SWC0_CC, 1
65020, ECU0: SWC0_CC, 0
65020, ECU0: SWC1, 1
65040, ECU0: SWC1, 0
65040, ECU0: SWC0_CC, 1
65060, ECU0: SWC0_CC, 0
65060, ECU0: SWC1, 1
65080, ECU0: SWC1, 0
65080, ECU0: SWC0_CC, 1
65100, ECU0: SWC0_CC, 0
65100, ECU0: SWC1, 1
65120, ECU0: SWC1, 0
65120, ECU0: SWC0_CC, 1
65140, ECU0: SWC0_CC, 0
65140, ECU0: SWC1, 1
65160, ECU0: SWC1, 0
65160, ECU0: SWC0_CC, 1
65180, ECU0: SWC0_CC, 0
65180, ECU0: SWC1, 1
65200, ECU0: SWC1, 0
65200, ECU0: SWC0_CC, 1
65220, ECU0: SWC0_CC, 0
65220, ECU0: SWC1, 1
65240, ECU0: SWC1, 0
65240, ECU0: SWC0_CC, 1
65260, ECU0: SWC0_CC, 0
65260, ECU0: SWC1, 1
65280, ECU0: SWC1, 0
65280, ECU0: SWC0_CC, 1
65300, ECU0: SWC0_CC, 0
65300, ECU0: SWC1, 1
65320, ECU0: SWC1, 0
65320, ECU0: SWC0_CC, 1
65340, ECU0: SWC0_CC, 0
65340, ECU0: SWC1, 1
65360, ECU0: SWC1, 0
65360, ECU0: SWC0_CC, 1
65380, ECU0: SWC0_CC, 0
65380, ECU0: SWC1, 1
65400, ECU0: SWC1, 0
65400, ECU0: SWC0_CC, 1
65420, ECU0: SWC0_CC, 0
65420, ECU0: SWC1, 1
65440, ECU0: SWC1, 0
65440, ECU0: SWC0_CC, 1
65460, ECU0: SWC0_CC, 0
65460, ECU0: SWC1, 1
65480, ECU0: SWC1, 0
65480, ECU0: SWC0_CC, 1
65500, ECU0: SWC0_CC, 0
65500, ECU0: SWC1, 1
65520, ECU0: SWC1, 0
65520, ECU0: SWC0_CC, 1
65540, ECU0: SWC0_CC, 0
65540, ECU0: SWC1, 1
65560, ECU0: SWC1, 0
65560, ECU0: SWC0_CC, 1
65580, ECU0: SWC0_CC, 0
65580, ECU0: SWC1, 1
65600, ECU0: SWC1, 0
65600, ECU0: SWC0_CC, 1
65620, ECU0: SWC0_CC, 0
65620, ECU0: SWC1, 1
65640, ECU0: SWC1, 0
65640, ECU0: SWC0_CC, 1
65660, ECU0: SWC0_CC, 0
65660, ECU0: SWC1, 1
65680, ECU0: SWC1, 0
65680, ECU0: SWC0_CC, 1
65700, ECU0: SWC0_CC, 0
65700, ECU0: SWC1, 1
65720, ECU0: SWC1, 0
65720, ECU0: SWC0_CC, 1
65740, ECU0: SWC0_CC, 0
65740, ECU0: SWC1, 1
65760, ECU0: SWC1, 0
65760, ECU0: SWC0_CC, 1
65780, ECU0: SWC0_CC, 0
65780, ECU0: SWC1, 1
65800, ECU0: SWC1, 0
65800, ECU0: SWC0_CC, 1
65820, ECU0: SWC0_CC, 0
65820, ECU0: SWC1, 1
65840, ECU0: SWC1, 0
65840, ECU0: SWC0_CC, 1
65860, ECU0: SWC0_CC, 0
65860, ECU0: SWC1, 1
65880, ECU0: SWC1, 0
65880, ECU0: SWC0_CC, 1
65900, ECU0: SWC0_CC, 0
65900, ECU0: SWC1, 1
65920, ECU0: SWC1, 0
65920, ECU0: SWC0_CC, 1
65940, ECU0: SWC0_CC, 0
65940, ECU0: SWC1, 1
65960, ECU0: SWC1, 0
65960, ECU0: SWC0_CC, 1
65980, ECU0: SWC0_CC, 0
65980, ECU0: SWC1, 1
66000, ECU0: SWC1, 0
66000, ECU0: SWC0_CC, 1
66020, ECU0: SWC0_CC, 0
66020, ECU0: SWC1, 1
66040, ECU0: SWC1, 0
66040, ECU0: SWC0_CC, 1
66060, ECU0: SWC0_CC, 0
66060, ECU0: SWC1, 1
66080, ECU0: SWC1, 0
66080, ECU0: SWC0_CC, 1
66100, ECU0: SWC0_CC, 0
66100, ECU0: SWC1, 1
66120, ECU0: SWC1, 0
66120, ECU0: SWC0_CC, 1
66140, ECU0: SWC0_CC, 0
66140, ECU0: SWC1, 1
66160, ECU0: SWC1, 0
66160, ECU0: SWC0_CC, 1
66180, ECU0: SWC0_CC, 0
66180, ECU0: SWC1, 1
66200, ECU0: SWC1, 0
66200, ECU0: SWC0_CC, 1
66220, ECU0: SWC0_CC, 0
66220, ECU0: SWC1, 1
66240, ECU0: SWC1, 0
66240, ECU0: SWC0_CC, 1
66260, ECU0: SWC0_CC, 0
66260, ECU0: SWC1, 1
66280, ECU0: SWC1, 0
66280, ECU0: SWC0_CC, 1
66300, ECU0: SWC0_CC, 0
66300, ECU0: SWC1, 1
66320, ECU0: SWC1, 0
66320, ECU0: SWC0_CC, 1
66340, ECU0: SWC0_CC, 0
66340, ECU0: SWC1, 1
66360, ECU0: SWC1, 0
66360, ECU0: SWC0_CC, 1
66380, ECU0: SWC0_CC, 0
66380, ECU0: SWC1, 1
66400, ECU0: SWC1, 0
66400, ECU0: SWC0_CC, 1
66420, ECU0: SWC0_CC, 0
66420, ECU0: SWC1, 1
66440, ECU0: SWC1, 0
66440, ECU0: SWC0_CC, 1
66460, ECU0: SWC0_CC, 0
66460, ECU0: SWC1, 1
66480, ECU0: SWC1, 0
66480, ECU0: SWC0_CC, 1
66500, ECU0: SWC0_CC, 0
66500, ECU0: SWC1, 1
66520, ECU0: SWC1, 0
66520, ECU0: SWC0_CC, 1
66540, ECU0: SWC0_CC, 0
66540, ECU0: SWC1, 1
66560, ECU0: SWC1, 0
66560, ECU0: SWC0_CC, 1
66580, ECU0: SWC0_CC, 0
66580, ECU0: SWC1, 1
66600, ECU0: SWC1, 0
66600, ECU0: SWC0_CC, 1
66620, ECU0: SWC0_CC, 0
66620, ECU0: SWC1, 1
66640, ECU0: SWC1, 0
66640, ECU0: SWC0_CC, 1
66660, ECU0: SWC0_CC, 0
66660, ECU0: SWC1, 1
66680, ECU0: SWC1, 0
66680, ECU0: SWC0_CC, 1
66700, ECU0: SWC0_CC, 0
66700, ECU0: SWC1, 1
66720, ECU0: SWC1, 0
66720, ECU0: SWC0_CC, 1
66740, ECU0: SWC0_CC, 0
66740, ECU0: SWC1, 1
66760, ECU0: SWC1, 0
66760, ECU0: SWC0_CC, 1
66780, ECU0: SWC0_CC, 0
66780, ECU0: SWC1, 1
66800, ECU0: SWC1, 0
66800, ECU0: SWC0_CC, 1
66820, ECU0: SWC0_CC, 0
66820, ECU0: SWC1, 1
66840, ECU0: SWC1, 0
66840, ECU0: SWC0_CC, 1
66860, ECU0: SWC0_CC, 0
66860, ECU0: SWC1, 1
66880, ECU0: SWC1, 0
66880, ECU0: SWC0_CC, 1
66900, ECU0: SWC0_CC, 0
66900, ECU0: SWC1, 1
66920, ECU0: SWC1, 0
66920, ECU0: SWC0_CC, 1
66940, ECU0: SWC0_CC, 0
66940, ECU0: SWC1, 1
66960, ECU0: SWC1, 0
66960, ECU0: SWC0_CC, 1
66980, ECU0: SWC0_CC, 0
66980, ECU0: SWC1, 1
67000, ECU0: SWC1, 0
67000, ECU0: SWC0_CC, 1
67020, ECU0: SWC0_CC, 0
67020, ECU0: SWC1, 1
67040, ECU0: SWC1, 0
67040, ECU0: SWC0_CC, 1
67060, ECU0: SWC0_CC, 0
67060, ECU0: SWC1, 1
67080, ECU0: SWC1, 0
67080, ECU0: SWC0_CC, 1
67100, ECU0: SWC0_CC, 0
67100, ECU0: SWC1, 1
67120, ECU0: SWC1, 0
67120, ECU0: SWC0_CC, 1
67140, ECU0: SWC0_CC, 0
67140, ECU0: SWC1, 1
67160, ECU0: SWC1, 0
67160, ECU0: SWC0_CC, 1
67180, ECU0: SWC0_CC, 0
67180, ECU0: SWC1, 1
67200, ECU0: SWC1, 0
67200, ECU0: SWC0_CC, 1
67220, ECU0: SWC0_CC, 0
67220, ECU0: SWC1, 1
67240, ECU0: SWC1, 0
67240, ECU0: SWC0_CC, 1
67260, ECU0: SWC0_CC, 0
67260, ECU0: SWC1, 1
67280, ECU0: SWC1, 0
67280, ECU0: SWC0_CC, 1
67300, ECU0: SWC0_CC, 0
67300, ECU0: SWC1, 1
67320, ECU0: SWC1, 0
67320, ECU0: SWC0_CC, 1
67340, ECU0: SWC0_CC, 0
67340, ECU0: SWC1, 1
67360, ECU0: SWC1, 0
67360, ECU0: SWC0_CC, 1
67380, ECU0: SWC0_CC, 0
67380, ECU0: SWC1, 1
67400, ECU0: SWC1, 0
67400, ECU0: SWC0_CC, 1
67420, ECU0: SWC0_CC, 0
67420, ECU0: SWC1, 1
67440, ECU0: SWC1, 0
67440, ECU0: SWC0_CC, 1
67460, ECU0: SWC0_CC, 0
67460, ECU0: SWC1, 1
67480, ECU0: SWC1, 0
67480, ECU0: SWC0_CC, 1
67500, ECU0: SWC0_CC, 0
67500, ECU0: SWC1, 1
67520, ECU0: SWC1, 0
67520, ECU0: SWC0_CC, 1
67540, ECU0: SWC0_CC, 0
67540, ECU0: SWC1, 1
67560, ECU0: SWC1, 0
67560, ECU0: SWC0_CC, 1
67580, ECU0: SWC0_CC, 0
67580, ECU0: SWC1, 1
67600, ECU0: SWC1, 0
67600, ECU0: SWC0_CC, 1
67620, ECU0: SWC0_CC, 0
67620, ECU0: SWC1, 1
67640, ECU0: SWC1, 0
67640, ECU0: SWC0_CC, 1
67660, ECU0: SWC0_CC, 0
67660, ECU0: SWC1, 1
67680, ECU0: SWC1, 0
67680, ECU0: SWC0_CC, 1
67700, ECU0: SWC0_CC, 0
67700, ECU0: SWC1, 1
67720, ECU0: SWC1, 0
67720, ECU0: SWC0_CC, 1
67740, ECU0: SWC0_CC, 0
67740, ECU0: SWC1, 1
67760, ECU0: SWC1, 0
67760, ECU0: SWC0_CC, 1
67780, ECU0: SWC0_CC, 0
67780, ECU0: SWC1, 1
67800, ECU0: SWC1, 0
67800, ECU0: SWC0_CC, 1
67820, ECU0: SWC0_CC, 0
67820, ECU0: SWC1, 1
67840, ECU0: SWC1, 0
67840, ECU0: SWC0_CC, 1
67860, ECU0: SWC0_CC, 0
67860, ECU0: SWC1, 1
67880, ECU0: SWC1, 0
67880, ECU0: SWC0_CC, 1
67900, ECU0: SWC0_CC, 0
67900, ECU0: SWC1, 1
67920, ECU0: SWC1, 0
67920, ECU0: SWC0_CC, 1
67940, ECU0: SWC0_CC, 0
67940, ECU0: SWC1, 1
67960, ECU0: SWC1, 0
67960, ECU0: SWC0_CC, 1
67980, ECU0: SWC0_CC, 0
67980, ECU0: SWC1, 1
68000, ECU0: SWC1, 0
68000, ECU0: SWC0_CC, 1
68020, ECU0: SWC0_CC, 0
68020, ECU0: SWC1, 1
68040, ECU0: SWC1, 0
68040, ECU0: SWC0_CC, 1
68060, ECU0: SWC0_CC, 0
68060, ECU0: SWC1, 1
68080, ECU0: SWC1, 0
68080, ECU0: SWC0_CC, 1
68100, ECU0: SWC0_CC, 0
68100, ECU0: SWC1, 1
68120, ECU0: SWC1, 0
68120, ECU0: SWC0_CC, 1
68140, ECU0: SWC0_CC, 0
68140, ECU0: SWC1, 1
68160, ECU0: SWC1, 0
68160, ECU0: SWC0_CC, 1
68180, ECU0: SWC0_CC, 0
68180, ECU0: SWC1, 1
68200, ECU0: SWC1, 0
68200, ECU0: SWC0_CC, 1
68220, ECU0: SWC0_CC, 0
68220, ECU0: SWC1, 1
68240, ECU0: SWC1, 0
68240, ECU0: SWC0_CC, 1
68260, ECU0: SWC0_CC, 0
68260, ECU0: SWC1, 1
68280, ECU0: SWC1, 0
68280, ECU0: SWC0_CC, 1
68300, ECU0: SWC0_CC, 0
68300, ECU0: SWC1, 1
68320, ECU0: SWC1, 0
68320, ECU0: SWC0_CC, 1
68340, ECU0: SWC0_CC, 0
68340, ECU0: SWC1, 1
68360, ECU0: SWC1, 0
68360, ECU0: SWC0_CC, 1
68380, ECU0: SWC0_CC, 0
68380, ECU0: SWC1, 1
68400, ECU0: SWC1, 0
68400, ECU0: SWC0_CC, 1
68420, ECU0: SWC0_CC, 0
68420, ECU0: SWC1, 1
68440, ECU0: SWC1, 0
68440, ECU0: SWC0_CC, 1
68460, ECU0: SWC0_CC, 0
68460, ECU0: SWC1, 1
68480, ECU0: SWC1, 0
68480, ECU0: SWC0_CC, 1
68500, ECU0: SWC0_CC, 0
68500, ECU0: SWC1, 1
68520, ECU0: SWC1, 0
68520, ECU0: SWC0_CC, 1
68540, ECU0: SWC0_CC, 0
68540, ECU0: SWC1, 1
68560, ECU0: SWC1, 0
68560, ECU0: SWC0_CC, 1
68580, ECU0: SWC0_CC, 0
68580, ECU0: SWC1, 1
68600, ECU0: SWC1, 0
68600, ECU0: SWC0_CC, 1
68620, ECU0: SWC0_CC, 0
68620, ECU0: SWC1, 1
68640, ECU0: SWC1, 0
68640, ECU0: SWC0_CC, 1
68660, ECU0: SWC0_CC, 0
68660, ECU0: SWC1, 1
68680, ECU0: SWC1, 0
68680, ECU0: SWC0_CC, 1
68700, ECU0: SWC0_CC, 0
68700, ECU0: SWC1, 1
68720, ECU0: SWC1, 0
68720, ECU0: SWC0_CC, 1
68740, ECU0: SWC0_CC, 0
68740, ECU0: SWC1, 1
68760, ECU0: SWC1, 0
68760, ECU0: SWC0_CC, 1
68780, ECU0: SWC0_CC, 0
68780, ECU0: SWC1, 1
68800, ECU0: SWC1, 0
68800, ECU0: SWC0_CC, 1
68820, ECU0: SWC0_CC, 0
68820, ECU0: SWC1, 1
68840, ECU0: SWC1, 0
68840, ECU0: SWC0_CC, 1
68860, ECU0: SWC0_CC, 0
68860, ECU0: SWC1, 1
68880, ECU0: SWC1, 0
68880, ECU0: SWC0_CC, 1
68900, ECU0: SWC0_CC, 0
68900, ECU0: SWC1, 1
68920, ECU0: SWC1, 0
68920, ECU0: SWC0_CC, 1
68940, ECU0: SWC0_CC, 0
68940, ECU0: SWC1, 1
68960, ECU0: SWC1, 0
68960, ECU0: SWC0_CC, 1
68980, ECU0: SWC0_CC, 0
68980, ECU0: SWC1, 1
69000, ECU0: SWC1, 0
69000, ECU0: SWC0_CC, 1
69020, ECU0: SWC0_CC, 0
69020, ECU0: SWC1, 1
69040, ECU0: SWC1, 0
69040, ECU0: SWC0_CC, 1
69060, ECU0: SWC0_CC, 0
69060, ECU0: SWC1, 1
69080, ECU0: SWC1, 0
69080, ECU0: SWC0_CC, 1
69100, ECU0: SWC0_CC, 0
69100, ECU0: SWC1, 1
69120, ECU0: SWC1, 0
69120, ECU0: SWC0_CC, 1
69140, ECU0: SWC0_CC, 0
69140, ECU0: SWC1, 1
69160, ECU0: SWC1, 0
69160, ECU0: SWC0_CC, 1
69180, ECU0: SWC0_CC, 0
69180, ECU0: SWC1, 1
69200, ECU0: SWC1, 0
69200, ECU0: SWC0_CC, 1
69220, ECU0: SWC0_CC, 0
69220, ECU0: SWC1, 1
69240, ECU0: SWC1, 0
69240, ECU0: SWC0_CC, 1
69260, ECU0: SWC0_CC, 0
69260, ECU0: SWC1, 1
69280, ECU0: SWC1, 0
69280, ECU0: SWC0_CC, 1
69300, ECU0: SWC0_CC, 0
69300, ECU0: SWC1, 1
69320, ECU0: SWC1, 0
69320, ECU0: SWC0_CC, 1
69340, ECU0: SWC0_CC, 0
69340, ECU0: SWC1, 1
69360, ECU0: SWC1, 0
69360, ECU0: SWC0_CC, 1
69380, ECU0: SWC0_CC, 0
69380, ECU0: SWC1, 1
69400, ECU0: SWC1, 0
69400, ECU0: SWC0_CC, 1
69420, ECU0: SWC0_CC, 0
69420, ECU0: SWC1, 1
69440, ECU0: SWC1, 0
69440, ECU0: SWC0_CC, 1
69460, ECU0: SWC0_CC, 0
69460, ECU0: SWC1, 1
69480, ECU0: SWC1, 0
69480, ECU0: SWC0_CC, 1
69500, ECU0: SWC0_CC, 0
69500, ECU0: SWC1, 1
69520, ECU0: SWC1, 0
69520, ECU0: SWC0_CC, 1
69540, ECU0: SWC0_CC, 0
69540, ECU0: SWC1, 1
69560, ECU0: SWC1, 0
69560, ECU0: SWC0_CC, 1
69580, ECU0: SWC0_CC, 0
69580, ECU0: SWC1, 1
69600, ECU0: SWC1, 0
69600, ECU0: SWC0_CC, 1
69620, ECU0: SWC0_CC, 0
69620, ECU0: SWC1, 1
69640, ECU0: SWC1, 0
69640, ECU0: SWC0_CC, 1
69660, ECU0: SWC0_CC, 0
69660, ECU0: SWC1, 1
69680, ECU0: SWC1, 0
69680, ECU0: SWC0_CC, 1
69700, ECU0: SWC0_CC, 0
69700, ECU0: SWC1, 1
69720, ECU0: SWC1, 0
69720, ECU0: SWC0_CC, 1
69740, ECU0: SWC0_CC, 0
69740, ECU0: SWC1, 1
69760, ECU0: SWC1, 0
69760, ECU0: SWC0_CC, 1
69780, ECU0: SWC0_CC, 0
69780, ECU0: SWC1, 1
69800, ECU0: SWC1, 0
69800, ECU0: SWC0_CC, 1
69820, ECU0: SWC0_CC, 0
69820, ECU0: SWC1, 1
69840, ECU0: SWC1, 0
69840, ECU0: SWC0_CC, 1
69860, ECU0: SWC0_CC, 0
69860, ECU0: SWC1, 1
69880, ECU0: SWC1, 0
69880, ECU0: SWC0_CC, 1
69900, ECU0: SWC0_CC, 0
69900, ECU0: SWC1, 1
69920, ECU0: SWC1, 0
69920, ECU0: SWC0_CC, 1
69940, ECU0: SWC0_CC, 0
69940, ECU0: SWC1, 1
69960, ECU0: SWC1, 0
69960, ECU0: SWC0_CC, 1
69980, ECU0: SWC0_CC, 0
69980, ECU0: SWC1, 1
70000, ECU0: SWC1, 0
70000, ECU0: SWC0_CC, 1
70020, ECU0: SWC0_CC, 0
70020, ECU0: SWC1, 1
70040, ECU0: SWC1, 0
70040, ECU0: SWC0_CC, 1
70060, ECU0: SWC0_CC, 0
70060, ECU0: SWC1, 1
70080, ECU0: SWC1, 0
70080, ECU0: SWC0_CC, 1
70100, ECU0: SWC0_CC, 0
70100, ECU0: SWC1, 1
70120, ECU0: SWC1, 0
70120, ECU0: SWC0_CC, 1
70140, ECU0: SWC0_CC, 0
70140, ECU0: SWC1, 1
70160, ECU0: SWC1, 0
70160, ECU0: SWC0_CC, 1
70180, ECU0: SWC0_CC, 0
70180, ECU0: SWC1, 1
70200, ECU0: SWC1, 0
70200, ECU0: SWC0_CC, 1
70220, ECU0: SWC0_CC, 0
70220, ECU0: SWC1, 1
70240, ECU0: SWC1, 0
70240, ECU0: SWC0_CC, 1
70260, ECU0: SWC0_CC, 0
70260, ECU0: SWC1, 1
70280, ECU0: SWC1, 0
70280, ECU0: SWC0_CC, 1
70300, ECU0: SWC0_CC, 0
70300, ECU0: SWC1, 1
70320, ECU0: SWC1, 0
