ECU0: SWC0_CC, ECU0: SWC1
8000, ECU0: SWC0_CC, 1
8020, ECU0: SWC0_CC, 0
8020, ECU0: SWC1, 1
8040, ECU0: SWC1, 0
8040, ECU0: SWC0_CC, 1
8060, ECU0: SWC0_CC, 0
8060, ECU0: SWC1, 1
8080, ECU0: SWC1, 0
8080, ECU0: SWC0_CC, 1
8100, ECU0: SWC0_CC, 0
8100, ECU0: SWC1, 1
8120, ECU0: SWC1, 0
8120, ECU0: SWC0_CC, 1
8140, ECU0: SWC0_CC, 0
8140, ECU0: SWC1, 1
8160, ECU0: SWC1, 0
8160, ECU0: SWC0_CC, 1
8180, ECU0: SWC0_CC, 0
8180, ECU0: SWC1, 1
8200, ECU0: SWC1, 0
8200, ECU0: SWC0_CC, 1
8220, ECU0: SWC0_CC, 0
8220, ECU0: SWC1, 1
8240, ECU0: SWC1, 0
8240, ECU0: SWC0_CC, 1
8260, ECU0: SWC0_CC, 0
8260, ECU0: SWC1, 1
8280, ECU0: SWC1, 0
8280, ECU0: SWC0_CC, 1
8300, ECU0: SWC0_CC, 0
8300, ECU0: SWC1, 1
8320, ECU0: SWC1, 0
8320, ECU0: SWC0_CC, 1
8340, ECU0: SWC0_CC, 0
8340, ECU0: SWC1, 1
8360, ECU0: SWC1, 0
8360, ECU0: SWC0_CC, 1
8380, ECU0: SWC0_CC, 0
8380, ECU0: SWC1, 1
8400, ECU0: SWC1, 0
8400, ECU0: SWC0_CC, 1
8420, ECU0: SWC0_CC, 0
8420, ECU0: SWC1, 1
8440, ECU0: SWC1, 0
8440, ECU0: SWC0_CC, 1
8460, ECU0: SWC0_CC, 0
8460, ECU0: SWC1, 1
8480, ECU0: SWC1, 0
8480, ECU0: SWC0_CC, 1
8500, ECU0: SWC0_CC, 0
8500, ECU0: SWC1, 1
8520, ECU0: SWC1, 0
8520, ECU0: SWC0_CC, 1
8540, ECU0: SWC0_CC, 0
8540, ECU0: SWC1, 1
8560, ECU0: SWC1, 0
8560, ECU0: SWC0_CC, 1
8580, ECU0: SWC0_CC, 0
8580, ECU0: SWC1, 1
8600, ECU0: SWC1, 0
8600, ECU0: SWC0_CC, 1
8620, ECU0: SWC0_CC, 0
8620, ECU0: SWC1, 1
8640, ECU0: SWC1, 0
8640, ECU0: SWC0_CC, 1
8660, ECU0: SWC0_CC, 0
8660, ECU0: SWC1, 1
8680, ECU0: SWC1, 0
8680, ECU0: SWC0_CC, 1
8700, ECU0: SWC0_CC, 0
8700, ECU0: SWC1, 1
8720, ECU0: SWC1, 0
8720, ECU0: SWC0_CC, 1
8740, ECU0: SWC0_CC, 0
8740, ECU0: SWC1, 1
8760, ECU0: SWC1, 0
8760, ECU0: SWC0_CC, 1
8780, ECU0: SWC0_CC, 0
8780, ECU0: SWC1, 1
8800, ECU0: SWC1, 0
8800, ECU0: SWC0_CC, 1
8820, ECU0: SWC0_CC, 0
8820, ECU0: SWC1, 1
8840, ECU0: SWC1, 0
8840, ECU0: SWC0_CC, 1
8860, ECU0: SWC0_CC, 0
8860, ECU0: SWC1, 1
8880, ECU0: SWC1, 0
8880, ECU0: SWC0_CC, 1
8900, ECU0: SWC0_CC, 0
8900, ECU0: SWC1, 1
8920, ECU0: SWC1, 0
8920, ECU0: SWC0_CC, 1
8940, ECU0: SWC0_CC, 0
8940, ECU0: SWC1, 1
8960, ECU0: SWC1, 0
8960, ECU0: SWC0_CC, 1
8980, ECU0: SWC0_CC, 0
8980, ECU0: SWC1, 1
9000, ECU0: SWC1, 0
9000, ECU0: SWC0_CC, 1
9020, ECU0: SWC0_CC, 0
9020, ECU0: SWC1, 1
9040, ECU0: SWC1, 0
9040, ECU0: SWC0_CC, 1
9060, ECU0: SWC0_CC, 0
9060, ECU0: SWC1, 1
9080, ECU0: SWC1, 0
9080, ECU0: SWC0_CC, 1
9100, ECU0: SWC0_CC, 0
9100, ECU0: SWC1, 1
9120, ECU0: SWC1, 0
9120, ECU0: SWC0_CC, 1
9140, ECU0: SWC0_CC, 0
9140, ECU0: SWC1, 1
9160, ECU0: SWC1, 0
9160, ECU0: SWC0_CC, 1
9180, ECU0: SWC0_CC, 0
9180, ECU0: SWC1, 1
9200, ECU0: SWC1, 0
9200, ECU0: SWC0_CC, 1
9220, ECU0: SWC0_CC, 0
9220, ECU0: SWC1, 1
9240, ECU0: SWC1, 0
9240, ECU0: SWC0_CC, 1
9260, ECU0: SWC0_CC, 0
9260, ECU0: SWC1, 1
9280, ECU0: SWC1, 0
9280, ECU0: SWC0_CC, 1
9300, ECU0: SWC0_CC, 0
9300, ECU0: SWC1, 1
9320, ECU0: SWC1, 0
9320, ECU0: SWC0_CC, 1
9340, ECU0: SWC0_CC, 0
9340, ECU0: SWC1, 1
9360, ECU0: SWC1, 0
9360, ECU0: SWC0_CC, 1
9380, ECU0: SWC0_CC, 0
9380, ECU0: SWC1, 1
9400, ECU0: SWC1, 0
9400, ECU0: SWC0_CC, 1
9420, ECU0: SWC0_CC, 0
9420, ECU0: SWC1, 1
9440, ECU0: SWC1, 0
9440, ECU0: SWC0_CC, 1
9460, ECU0: SWC0_CC, 0
9460, ECU0: SWC1, 1
9480, ECU0: SWC1, 0
9480, ECU0: SWC0_CC, 1
9500, ECU0: SWC0_CC, 0
9500, ECU0: SWC1, 1
9520, ECU0: SWC1, 0
9520, ECU0: SWC0_CC, 1
9540, ECU0: SWC0_CC, 0
9540, ECU0: SWC1, 1
9560, ECU0: SWC1, 0
9560, ECU0: SWC0_CC, 1
9580, ECU0: SWC0_CC, 0
9580, ECU0: SWC1, 1
9600, ECU0: SWC1, 0
9600, ECU0: SWC0_CC, 1
9620, ECU0: SWC0_CC, 0
9620, ECU0: SWC1, 1
9640, ECU0: SWC1, 0
9640, ECU0: SWC0_CC, 1
9660, ECU0: SWC0_CC, 0
9660, ECU0: SWC1, 1
9680, ECU0: SWC1, 0
9680, ECU0: SWC0_CC, 1
9700, ECU0: SWC0_CC, 0
9700, ECU0: SWC1, 1
9720, ECU0: SWC1, 0
9720, ECU0: SWC0_CC, 1
9740, ECU0: SWC0_CC, 0
9740, ECU0: SWC1, 1
9760, ECU0: SWC1, 0
9760, ECU0: SWC0_CC, 1
9780, ECU0: SWC0_CC, 0
9780, ECU0: SWC1, 1
9800, ECU0: SWC1, 0
9800, ECU0: SWC0_CC, 1
9820, ECU0: SWC0_CC, 0
9820, ECU0: SWC1, 1
9840, ECU0: SWC1, 0
9840, ECU0: SWC0_CC, 1
9860, ECU0: SWC0_CC, 0
9860, ECU0: SWC1, 1
9880, ECU0: SWC1, 0
9880, ECU0: SWC0_CC, 1
9900, ECU0: SWC0_CC, 0
9900, ECU0: SWC1, 1
9920, ECU0: SWC1, 0
9920, ECU0: SWC0_CC, 1
9940, ECU0: SWC0_CC, 0
9940, ECU0: SWC1, 1
9960, ECU0: SWC1, 0
9960, ECU0: SWC0_CC, 1
9980, ECU0: SWC0_CC, 0
9980, ECU0: SWC1, 1
10000, ECU0: SWC1, 0
10000, ECU0: SWC0_CC, 1
10020, ECU0: SWC0_CC, 0
10020, ECU0: SWC1, 1
10040, ECU0: SWC1, 0
10040, ECU0: SWC0_CC, 1
10060, ECU0: SWC0_CC, 0
10060, ECU0: SWC1, 1
10080, ECU0: SWC1, 0
10080, ECU0: SWC0_CC, 1
10100, ECU0: SWC0_CC, 0
10100, ECU0: SWC1, 1
10120, ECU0: SWC1, 0
10120, ECU0: SWC0_CC, 1
10140, ECU0: SWC0_CC, 0
10140, ECU0: SWC1, 1
10160, ECU0: SWC1, 0
10160, ECU0: SWC0_CC, 1
10180, ECU0: SWC0_CC, 0
10180, ECU0: SWC1, 1
10200, ECU0: SWC1, 0
10200, ECU0: SWC0_CC, 1
10220, ECU0: SWC0_CC, 0
10220, ECU0: SWC1, 1
10240, ECU0: SWC1, 0
10240, ECU0: SWC0_CC, 1
10260, ECU0: SWC0_CC, 0
10260, ECU0: SWC1, 1
10280, ECU0: SWC1, 0
10280, ECU0: SWC0_CC, 1
10300, ECU0: SWC0_CC, 0
10300, ECU0: SWC1, 1
10320, ECU0: SWC1, 0
10320, ECU0: SWC0_CC, 1
10340, ECU0: SWC0_CC, 0
10340, ECU0: SWC1, 1
10360, ECU0: SWC1, 0
10360, ECU0: SWC0_CC, 1
10380, ECU0: SWC0_CC, 0
10380, ECU0: SWC1, 1
10400, ECU0: SWC1, 0
10400, ECU0: SWC0_CC, 1
10420, ECU0: SWC0_CC, 0
10420, ECU0: SWC1, 1
10440, ECU0: SWC1, 0
10440, ECU0: SWC0_CC, 1
10460, ECU0: SWC0_CC, 0
10460, ECU0: SWC1, 1
10480, ECU0: SWC1, 0
10480, ECU0: SWC0_CC, 1
10500, ECU0: SWC0_CC, 0
10500, ECU0: SWC1, 1
10520, ECU0: SWC1, 0
10520, ECU0: SWC0_CC, 1
10540, ECU0: SWC0_CC, 0
10540, ECU0: SWC1, 1
10560, ECU0: SWC1, 0
10560, ECU0: SWC0_CC, 1
10580, ECU0: SWC0_CC, 0
10580, ECU0: SWC1, 1
10600, ECU0: SWC1, 0
10600, ECU0: SWC0_CC, 1
10620, ECU0: SWC0_CC, 0
10620, ECU0: SWC1, 1
10640, ECU0: SWC1, 0
10640, ECU0: SWC0_CC, 1
10660, ECU0: SWC0_CC, 0
10660, ECU0: SWC1, 1
10680, ECU0: SWC1, 0
10680, ECU0: SWC0_CC, 1
10700, ECU0: SWC0_CC, 0
10700, ECU0: SWC1, 1
10720, ECU0: SWC1, 0
10720, ECU0: SWC0_CC, 1
10740, ECU0: SWC0_CC, 0
10740, ECU0: SWC1, 1
10760, ECU0: SWC1, 0
10760, ECU0: SWC0_CC, 1
10780, ECU0: SWC0_CC, 0
10780, ECU0: SWC1, 1
10800, ECU0: SWC1, 0
10800, ECU0: SWC0_CC, 1
10820, ECU0: SWC0_CC, 0
10820, ECU0: SWC1, 1
10840, ECU0: SWC1, 0
10840, ECU0: SWC0_CC, 1
10860, ECU0: SWC0_CC, 0
10860, ECU0: SWC1, 1
10880, ECU0: SWC1, 0
10880, ECU0: SWC0_CC, 1
10900, ECU0: SWC0_CC, 0
10900, ECU0: SWC1, 1
10920, ECU0: SWC1, 0
10920, ECU0: SWC0_CC, 1
10940, ECU0: SWC0_CC, 0
10940, ECU0: SWC1, 1
10960, ECU0: SWC1, 0
10960, ECU0: SWC0_CC, 1
10980, ECU0: SWC0_CC, 0
10980, ECU0: SWC1, 1
11000, ECU0: SWC1, 0
11000, ECU0: SWC0_CC, 1
11020, ECU0: SWC0_CC, 0
11020, ECU0: SWC1, 1
11040, ECU0: SWC1, 0
11040, ECU0: SWC0_CC, 1
11060, ECU0: SWC0_CC, 0
11060, ECU0: SWC1, 1
11080, ECU0: SWC1, 0
11080, ECU0: SWC0_CC, 1
11100, ECU0: SWC0_CC, 0
11100, ECU0: SWC1, 1
11120, ECU0: SWC1, 0
11120, ECU0: SWC0_CC, 1
11140, ECU0: SWC0_CC, 0
11140, ECU0: SWC1, 1
11160, ECU0: SWC1, 0
11160, ECU0: SWC0_CC, 1
11180, ECU0: SWC0_CC, 0
11180, ECU0: SWC1, 1
11200, ECU0: SWC1, 0
11200, ECU0: SWC0_CC, 1
11220, ECU0: SWC0_CC, 0
11220, ECU0: SWC1, 1
11240, ECU0: SWC1, 0
11240, ECU0: SWC0_CC, 1
11260, ECU0: SWC0_CC, 0
11260, ECU0: SWC1, 1
11280, ECU0: SWC1, 0
11280, ECU0: SWC0_CC, 1
11300, ECU0: SWC0_CC, 0
11300, ECU0: SWC1, 1
11320, ECU0: SWC1, 0
11320, ECU0: SWC0_CC, 1
11340, ECU0: SWC0_CC, 0
11340, ECU0: SWC1, 1
11360, ECU0: SWC1, 0
11360, ECU0: SWC0_CC, 1
11380, ECU0: SWC0_CC, 0
11380, ECU0: SWC1, 1
11400, ECU0: SWC1, 0
11400, ECU0: SWC0_CC, 1
11420, ECU0: SWC0_CC, 0
11420, ECU0: SWC1, 1
11440, ECU0: SWC1, 0
11440, ECU0: SWC0_CC, 1
11460, ECU0: SWC0_CC, 0
11460, ECU0: SWC1, 1
11480, ECU0: SWC1, 0
11480, ECU0: SWC0_CC, 1
11500, ECU0: SWC0_CC, 0
11500, ECU0: SWC1, 1
11520, ECU0: SWC1, 0
11520, ECU0: SWC0_CC, 1
11540, ECU0: SWC0_CC, 0
11540, ECU0: SWC1, 1
11560, ECU0: SWC1, 0
11560, ECU0: SWC0_CC, 1
11580, ECU0: SWC0_CC, 0
11580, ECU0: SWC1, 1
11600, ECU0: SWC1, 0
11600, ECU0: SWC0_CC, 1
11620, ECU0: SWC0_CC, 0
11620, ECU0: SWC1, 1
11640, ECU0: SWC1, 0
11640, ECU0: SWC0_CC, 1
11660, ECU0: SWC0_CC, 0
11660, ECU0: SWC1, 1
11680, ECU0: SWC1, 0
11680, ECU0: SWC0_CC, 1
11700, ECU0: SWC0_CC, 0
11700, ECU0: SWC1, 1
11720, ECU0: SWC1, 0
11720, ECU0: SWC0_CC, 1
11740, ECU0: SWC0_CC, 0
11740, ECU0: SWC1, 1
11760, ECU0: SWC1, 0
11760, ECU0: SWC0_CC, 1
11780, ECU0: SWC0_CC, 0
11780, ECU0: SWC1, 1
11800, ECU0: SWC1, 0
11800, ECU0: SWC0_CC, 1
11820, ECU0: SWC0_CC, 0
11820, ECU0: SWC1, 1
11840, ECU0: SWC1, 0
11840, ECU0: SWC0_CC, 1
11860, ECU0: SWC0_CC, 0
11860, ECU0: SWC1, 1
11880, ECU0: SWC1, 0
11880, ECU0: SWC0_CC, 1
11900, ECU0: SWC0_CC, 0
11900, ECU0: SWC1, 1
11920, ECU0: SWC1, 0
11920, ECU0: SWC0_CC, 1
11940, ECU0: SWC0_CC, 0
11940, ECU0: SWC1, 1
11960, ECU0: SWC1, 0
11960, ECU0: SWC0_CC, 1
11980, ECU0: SWC0_CC, 0
11980, ECU0: SWC1, 1
12000, ECU0: SWC1, 0
12000, ECU0: SWC0_CC, 1
12020, ECU0: SWC0_CC, 0
12020, ECU0: SWC1, 1
12040, ECU0: SWC1, 0
12040, ECU0: SWC0_CC, 1
12060, ECU0: SWC0_CC, 0
12060, ECU0: SWC1, 1
12080, ECU0: SWC1, 0
12080, ECU0: SWC0_CC, 1
12100, ECU0: SWC0_CC, 0
12100, ECU0: SWC1, 1
12120, ECU0: SWC1, 0
12120, ECU0: SWC0_CC, 1
12140, ECU0: SWC0_CC, 0
12140, ECU0: SWC1, 1
12160, ECU0: SWC1, 0
12160, ECU0: SWC0_CC, 1
12180, ECU0: SWC0_CC, 0
12180, ECU0: SWC1, 1
12200, ECU0: SWC1, 0
12200, ECU0: SWC0_CC, 1
12220, ECU0: SWC0_CC, 0
12220, ECU0: SWC1, 1
12240, ECU0: SWC1, 0
12240, ECU0: SWC0_CC, 1
12260, ECU0: SWC0_CC, 0
12260, ECU0: SWC1, 1
12280, ECU0: SWC1, 0
12280, ECU0: SWC0_CC, 1
12300, ECU0: SWC0_CC, 0
12300, ECU0: SWC1, 1
12320, ECU0: SWC1, 0
12320, ECU0: SWC0_CC, 1
12340, ECU0: SWC0_CC, 0
12340, ECU0: SWC1, 1
12360, ECU0: SWC1, 0
12360, ECU0: SWC0_CC, 1
12380, ECU0: SWC0_CC, 0
12380, ECU0: SWC1, 1
12400, ECU0: SWC1, 0
12400, ECU0: SWC0_CC, 1
12420, ECU0: SWC0_CC, 0
12420, ECU0: SWC1, 1
12440, ECU0: SWC1, 0
12440, ECU0: SWC0_CC, 1
12460, ECU0: SWC0_CC, 0
12460, ECU0: SWC1, 1
12480, ECU0: SWC1, 0
12480, ECU0: SWC0_CC, 1
12500, ECU0: SWC0_CC, 0
12500, ECU0: SWC1, 1
12520, ECU0: SWC1, 0
12520, ECU0: SWC0_CC, 1
12540, ECU0: SWC0_CC, 0
12540, ECU0: SWC1, 1
12560, ECU0: SWC1, 0
12560, ECU0: SWC0_CC, 1
12580, ECU0: SWC0_CC, 0
12580, ECU0: SWC1, 1
12600, ECU0: SWC1, 0
12600, ECU0: SWC0_CC, 1
12620, ECU0: SWC0_CC, 0
12620, ECU0: SWC1, 1
12640, ECU0: SWC1, 0
12640, ECU0: SWC0_CC, 1
12660, ECU0: SWC0_CC, 0
12660, ECU0: SWC1, 1
12680, ECU0: SWC1, 0
12680, ECU0: SWC0_CC, 1
12700, ECU0: SWC0_CC, 0
12700, ECU0: SWC1, 1
12720, ECU0: SWC1, 0
12720, ECU0: SWC0_CC, 1
12740, ECU0: SWC0_CC, 0
12740, ECU0: SWC1, 1
12760, ECU0: SWC1, 0
12760, ECU0: SWC0_CC, 1
12780, ECU0: SWC0_CC, 0
12780, ECU0: SWC1, 1
12800, ECU0: SWC1, 0
12800, ECU0: SWC0_CC, 1
12820, ECU0: SWC0_CC, 0
12820, ECU0: SWC1, 1
12840, ECU0: SWC1, 0
12840, ECU0: SWC0_CC, 1
12860, ECU0: SWC0_CC, 0
12860, ECU0: SWC1, 1
12880, ECU0: SWC1, 0
12880, ECU0: SWC0_CC, 1
12900, ECU0: SWC0_CC, 0
12900, ECU0: SWC1, 1
12920, ECU0: SWC1, 0
12920, ECU0: SWC0_CC, 1
12940, ECU0: SWC0_CC, 0
12940, ECU0: SWC1, 1
12960, ECU0: SWC1, 0
12960, ECU0: SWC0_CC, 1
12980, ECU0: SWC0_CC, 0
12980, ECU0: SWC1, 1
13000, ECU0: SWC1, 0
13000, ECU0: SWC0_CC, 1
13020, ECU0: SWC0_CC, 0
13020, ECU0: SWC1, 1
13040, ECU0: SWC1, 0
13040, ECU0: SWC0_CC, 1
13060, ECU0: SWC0_CC, 0
13060, ECU0: SWC1, 1
13080, ECU0: SWC1, 0
13080, ECU0: SWC0_CC, 1
13100, ECU0: SWC0_CC, 0
13100, ECU0: SWC1, 1
13120, ECU0: SWC1, 0
13120, ECU0: SWC0_CC, 1
13140, ECU0: SWC0_CC, 0
13140, ECU0: SWC1, 1
13160, ECU0: SWC1, 0
13160, ECU0: SWC0_CC, 1
13180, ECU0: SWC0_CC, 0
13180, ECU0: SWC1, 1
13200, ECU0: SWC1, 0
13200, ECU0: SWC0_CC, 1
13220, ECU0: SWC0_CC, 0
13220, ECU0: SWC1, 1
13240, ECU0: SWC1, 0
13240, ECU0: SWC0_CC, 1
13260, ECU0: SWC0_CC, 0
13260, ECU0: SWC1, 1
13280, ECU0: SWC1, 0
13280, ECU0: SWC0_CC, 1
13300, ECU0: SWC0_CC, 0
13300, ECU0: SWC1, 1
13320, ECU0: SWC1, 0
13320, ECU0: SWC0_CC, 1
13340, ECU0: SWC0_CC, 0
13340, ECU0: SWC1, 1
13360, ECU0: SWC1, 0
13360, ECU0: SWC0_CC, 1
13380, ECU0: SWC0_CC, 0
13380, ECU0: SWC1, 1
13400, ECU0: SWC1, 0
13400, ECU0: SWC0_CC, 1
13420, ECU0: SWC0_CC, 0
13420, ECU0: SWC1, 1
13440, ECU0: SWC1, 0
13440, ECU0: SWC0_CC, 1
13460, ECU0: SWC0_CC, 0
13460, ECU0: SWC1, 1
13480, ECU0: SWC1, 0
13480, ECU0: SWC0_CC, 1
13500, ECU0: SWC0_CC, 0
13500, ECU0: SWC1, 1
13520, ECU0: SWC1, 0
13520, ECU0: SWC0_CC, 1
13540, ECU0: SWC0_CC, 0
13540, ECU0: SWC1, 1
13560, ECU0: SWC1, 0
13560, ECU0: SWC0_CC, 1
13580, ECU0: SWC0_CC, 0
13580, ECU0: SWC1, 1
13600, ECU0: SWC1, 0
13600, ECU0: SWC0_CC, 1
13620, ECU0: SWC0_CC, 0
13620, ECU0: SWC1, 1
13640, ECU0: SWC1, 0
13640, ECU0: SWC0_CC, 1
13660, ECU0: SWC0_CC, 0
13660, ECU0: SWC1, 1
13680, ECU0: SWC1, 0
13680, ECU0: SWC0_CC, 1
13700, ECU0: SWC0_CC, 0
13700, ECU0: SWC1, 1
13720, ECU0: SWC1, 0
13720, ECU0: SWC0_CC, 1
13740, ECU0: SWC0_CC, 0
13740, ECU0: SWC1, 1
13760, ECU0: SWC1, 0
13760, ECU0: SWC0_CC, 1
13780, ECU0: SWC0_CC, 0
13780, ECU0: SWC1, 1
13800, ECU0: SWC1, 0
13800, ECU0: SWC0_CC, 1
13820, ECU0: SWC0_CC, 0
13820, ECU0: SWC1, 1
13840, ECU0: SWC1, 0
13840, ECU0: SWC0_CC, 1
13860, ECU0: SWC0_CC, 0
13860, ECU0: SWC1, 1
13880, ECU0: SWC1, 0
13880, ECU0: SWC0_CC, 1
13900, ECU0: SWC0_CC, 0
13900, ECU0: SWC1, 1
13920, ECU0: SWC1, 0
13920, ECU0: SWC0_CC, 1
13940, ECU0: SWC0_CC, 0
13940, ECU0: SWC1, 1
13960, ECU0: SWC1, 0
13960, ECU0: SWC0_CC, 1
13980, ECU0: SWC0_CC, 0
13980, ECU0: SWC1, 1
14000, ECU0: SWC1, 0
14000, ECU0: SWC0_CC, 1
14020, ECU0: SWC0_CC, 0
14020, ECU0: SWC1, 1
14040, ECU0: SWC1, 0
14040, ECU0: SWC0_CC, 1
14060, ECU0: SWC0_CC, 0
14060, ECU0: SWC1, 1
14080, ECU0: SWC1, 0
14080, ECU0: SWC0_CC, 1
14100, ECU0: SWC0_CC, 0
14100, ECU0: SWC1, 1
14120, ECU0: SWC1, 0
14120, ECU0: SWC0_CC, 1
14140, ECU0: SWC0_CC, 0
14140, ECU0: SWC1, 1
14160, ECU0: SWC1, 0
14160, ECU0: SWC0_CC, 1
14180, ECU0: SWC0_CC, 0
14180, ECU0: SWC1, 1
14200, ECU0: SWC1, 0
14200, ECU0: SWC0_CC, 1
14220, ECU0: SWC0_CC, 0
14220, ECU0: SWC1, 1
14240, ECU0: SWC1, 0
14240, ECU0: SWC0_CC, 1
14260, ECU0: SWC0_CC, 0
14260, ECU0: SWC1, 1
14280, ECU0: SWC1, 0
14280, ECU0: SWC0_CC, 1
14300, ECU0: SWC0_CC, 0
14300, ECU0: SWC1, 1
14320, ECU0: SWC1, 0
14320, ECU0: SWC0_CC, 1
14340, ECU0: SWC0_CC, 0
14340, ECU0: SWC1, 1
14360, ECU0: SWC1, 0
14360, ECU0: SWC0_CC, 1
14380, ECU0: SWC0_CC, 0
14380, ECU0: SWC1, 1
14400, ECU0: SWC1, 0
14400, ECU0: SWC0_CC, 1
14420, ECU0: SWC0_CC, 0
14420, ECU0: SWC1, 1
14440, ECU0: SWC1, 0
14440, ECU0: SWC0_CC, 1
14460, ECU0: SWC0_CC, 0
14460, ECU0: SWC1, 1
14480, ECU0: SWC1, 0
14480, ECU0: SWC0_CC, 1
14500, ECU0: SWC0_CC, 0
14500, ECU0: SWC1, 1
14520, ECU0: SWC1, 0
14520, ECU0: SWC0_CC, 1
14540, ECU0: SWC0_CC, 0
14540, ECU0: SWC1, 1
14560, ECU0: SWC1, 0
14560, ECU0: SWC0_CC, 1
14580, ECU0: SWC0_CC, 0
14580, ECU0: SWC1, 1
14600, ECU0: SWC1, 0
14600, ECU0: SWC0_CC, 1
14620, ECU0: SWC0_CC, 0
14620, ECU0: SWC1, 1
14640, ECU0: SWC1, 0
14640, ECU0: SWC0_CC, 1
14660, ECU0: SWC0_CC, 0
14660, ECU0: SWC1, 1
14680, ECU0: SWC1, 0
14680, ECU0: SWC0_CC, 1
14700, ECU0: SWC0_CC, 0
14700, ECU0: SWC1, 1
14720, ECU0: SWC1, 0
14720, ECU0: SWC0_CC, 1
14740, ECU0: SWC0_CC, 0
14740, ECU0: SWC1, 1
14760, ECU0: SWC1, 0
14760, ECU0: SWC0_CC, 1
14780, ECU0: SWC0_CC, 0
14780, ECU0: SWC1, 1
14800, ECU0: SWC1, 0
14800, ECU0: SWC0_CC, 1
14820, ECU0: SWC0_CC, 0
14820, ECU0: SWC1, 1
14840, ECU0: SWC1, 0
14840, ECU0: SWC0_CC, 1
14860, ECU0: SWC0_CC, 0
14860, ECU0: SWC1, 1
14880, ECU0: SWC1, 0
14880, ECU0: SWC0_CC, 1
14900, ECU0: SWC0_CC, 0
14900, ECU0: SWC1, 1
14920, ECU0: SWC1, 0
14920, ECU0: SWC0_CC, 1
14940, ECU0: SWC0_CC, 0
14940, ECU0: SWC1, 1
14960, ECU0: SWC1, 0
14960, ECU0: SWC0_CC, 1
14980, ECU0: SWC0_CC, 0
14980, ECU0: SWC1, 1
15000, ECU0: SWC1, 0
15000, ECU0: SWC0_CC, 1
15020, ECU0: SWC0_CC, 0
15020, ECU0: SWC1, 1
15040, ECU0: SWC1, 0
15040, ECU0: SWC0_CC, 1
15060, ECU0: SWC0_CC, 0
15060, ECU0: SWC1, 1
15080, ECU0: SWC1, 0
15080, ECU0: SWC0_CC, 1
15100, ECU0: SWC0_CC, 0
15100, ECU0: SWC1, 1
15120, ECU0: SWC1, 0
15120, ECU0: SWC0_CC, 1
15140, ECU0: SWC0_CC, 0
15140, ECU0: SWC1, 1
15160, ECU0: SWC1, 0
15160, ECU0: SWC0_CC, 1
15180, ECU0: SWC0_CC, 0
15180, ECU0: SWC1, 1
15200, ECU0: SWC1, 0
15200, ECU0: SWC0_CC, 1
15220, ECU0: SWC0_CC, 0
15220, ECU0: SWC1, 1
15240, ECU0: SWC1, 0
15240, ECU0: SWC0_CC, 1
15260, ECU0: SWC0_CC, 0
15260, ECU0: SWC1, 1
15280, ECU0: SWC1, 0
15280, ECU0: SWC0_CC, 1
15300, ECU0: SWC0_CC, 0
15300, ECU0: SWC1, 1
15320, ECU0: SWC1, 0
15320, ECU0: SWC0_CC, 1
15340, ECU0: SWC0_CC, 0
15340, ECU0: SWC1, 1
15360, ECU0: SWC1, 0
15360, ECU0: SWC0_CC, 1
15380, ECU0: SWC0_CC, 0
15380, ECU0: SWC1, 1
15400, ECU0: SWC1, 0
15400, ECU0: SWC0_CC, 1
15420, ECU0: SWC0_CC, 0
15420, ECU0: SWC1, 1
15440, ECU0: SWC1, 0
15440, ECU0: SWC0_CC, 1
15460, ECU0: SWC0_CC, 0
15460, ECU0: SWC1, 1
15480, ECU0: SWC1, 0
15480, ECU0: SWC0_CC, 1
15500, ECU0: SWC0_CC, 0
15500, ECU0: SWC1, 1
15520, ECU0: SWC1, 0
15520, ECU0: SWC0_CC, 1
15540, ECU0: SWC0_CC, 0
15540, ECU0: SWC1, 1
15560, ECU0: SWC1, 0
15560, ECU0: SWC0_CC, 1
15580, ECU0: SWC0_CC, 0
15580, ECU0: SWC1, 1
15600, ECU0: SWC1, 0
15600, ECU0: SWC0_CC, 1
15620, ECU0: SWC0_CC, 0
15620, ECU0: SWC1, 1
15640, ECU0: SWC1, 0
15640, ECU0: SWC0_CC, 1
15660, ECU0: SWC0_CC, 0
15660, ECU0: SWC1, 1
15680, ECU0: SWC1, 0
15680, ECU0: SWC0_CC, 1
15700, ECU0: SWC0_CC, 0
15700, ECU0: SWC1, 1
15720, ECU0: SWC1, 0
15720, ECU0: SWC0_CC, 1
15740, ECU0: SWC0_CC, 0
15740, ECU0: SWC1, 1
15760, ECU0: SWC1, 0
15760, ECU0: SWC0_CC, 1
15780, ECU0: SWC0_CC, 0
15780, ECU0: SWC1, 1
15800, ECU0: SWC1, 0
15800, ECU0: SWC0_CC, 1
15820, ECU0: SWC0_CC, 0
15820, ECU0: SWC1, 1
15840, ECU0: SWC1, 0
15840, ECU0: SWC0_CC, 1
15860, ECU0: SWC0_CC, 0
15860, ECU0: SWC1, 1
15880, ECU0: SWC1, 0
15880, ECU0: SWC0_CC, 1
15900, ECU0: SWC0_CC, 0
15900, ECU0: SWC1, 1
15920, ECU0: SWC1, 0
15920, ECU0: SWC0_CC, 1
15940, ECU0: SWC0_CC, 0
15940, ECU0: SWC1, 1
15960, ECU0: SWC1, 0
15960, ECU0: SWC0_CC, 1
15980, ECU0: SWC0_CC, 0
